rank,symbol,name,score,lu_date_start,lu_date_end,lu_high,lu_low,fib_618,adj_days,adj_vol_ratio,adj_yang_ratio,adj_min_close,is_ladder_vol,uptrend_stage,ma60,ma120,vol_shrinking,broke_fib_618,is_sandwich,is_above_board,buy_price,protect_price,protect_type,sell_price_3pct,sell_price_5pct,meets_criteria,meets_preferred,board_type,board_count
1,603002,宏昌电子,58.3,2026-06-09,2026-06-10,18.23,15.63,17.24,3,0.698,0.333,17.43,False,early,13.98,11.44,True,False,False,False,19.17,18.23,board_above,19.75,20.13,True,0,2,2
2,003043,华亚智能,50.0,2026-06-09,2026-06-10,80.62,67.2,75.49,3,0.877,0.333,81.59,False,mid,59.09,54.75,True,False,False,False,85.1,80.62,board_above,87.65,89.36,True,0,2,2
