rank,symbol,name,score,lu_date_start,lu_date_end,lu_high,lu_low,fib_618,adj_days,adj_vol_ratio,adj_yang_ratio,adj_min_close,is_ladder_vol,uptrend_stage,ma60,ma120,vol_shrinking,broke_fib_618,is_sandwich,is_above_board,buy_price,protect_price,protect_type,sell_price_3pct,sell_price_5pct,meets_criteria,meets_preferred,board_type,board_count
1,603002,宏昌电子,55.4,2026-06-09,2026-06-10,18.25,15.64,17.25,1,0.976,0.0,17.9,False,early,13.73,11.27,True,False,False,False,17.9,17.25,board_inside,18.44,18.79,True,0,2,2
