rank,symbol,name,score,lu_date_start,lu_date_end,lu_high,lu_low,fib_618,adj_days,adj_vol_ratio,adj_yang_ratio,adj_min_close,is_ladder_vol,uptrend_stage,ma60,ma120,vol_shrinking,broke_fib_618,is_sandwich,is_above_board,buy_price,protect_price,protect_type,sell_price_3pct,sell_price_5pct,meets_criteria,meets_preferred,board_type,board_count
1,605289,罗曼股份,60.2,2026-06-15,2026-06-16,130.42,108.0,121.86,3,0.792,0.667,133.2,False,mid,100.76,82.1,True,False,False,True,140.25,130.42,board_above,144.46,147.26,True,2,2,2
2,001359,平安电工,58.4,2026-06-12,2026-06-15,117.85,98.11,110.31,4,0.791,0.75,121.4,False,mid,91.84,83.52,True,False,False,True,145.42,117.85,board_above,149.78,152.69,True,2,2,2
