rank,symbol,name,score,lu_date_start,lu_date_end,lu_high,lu_low,fib_618,adj_days,adj_vol_ratio,adj_yang_ratio,adj_min_close,is_ladder_vol,uptrend_stage,ma60,ma120,vol_shrinking,broke_fib_618,is_sandwich,is_above_board,buy_price,protect_price,protect_type,sell_price_3pct,sell_price_5pct,meets_criteria,meets_preferred,board_type,board_count
1,001359,平安电工,63.3,2026-06-12,2026-06-15,117.85,98.11,110.31,1,0.875,0.0,121.4,False,early,88.56,81.76,True,False,False,True,121.4,117.85,board_above,125.04,127.47,True,1,2,2
2,003043,华亚智能,49.8,2026-06-09,2026-06-10,80.62,67.2,75.49,4,0.826,0.5,81.59,False,mid,59.66,55.05,True,False,False,False,83.28,80.62,board_above,85.78,87.44,True,1,2,2
